STR,RES,import,dom,kuro,mark1,mark2,iprice,dprice,kprice
1907,1,0,1,0,0,0,0,128,0
1907,0,0,0,1,1,0,0,0,344
1907,0,0,0,0,0,0,0,0,0
1908,0,1,0,0,0,0,202,0,0
1908,1,0,1,0,0,0,0,298,0
1908,0,0,0,1,0,1,0,0,458
1908,0,0,0,0,0,0,0,0,0
1909,0,1,0,0,0,0,124,0,0
1909,1,0,1,0,0,0,0,196,0
1909,0,0,0,1,0,0,0,0,420
1909,0,0,0,0,0,0,0,0,0
2001,0,1,0,0,0,0,98,0,0
2001,1,0,1,0,0,0,0,230,0
2001,0,0,0,1,1,0,0,0,458
2001,0,0,0,0,0,0,0,0,0
2002,1,1,0,0,0,0,176,0,0
2002,0,0,1,0,0,0,0,162,0
2002,0,0,0,1,0,1,0,0,344
2002,0,0,0,0,0,0,0,0,0
2003,0,1,0,0,0,0,124,0,0
2003,1,0,1,0,0,0,0,162,0
2003,0,0,0,1,0,0,0,0,268
2003,0,0,0,0,0,0,0,0,0
2004,0,1,0,0,0,0,228,0,0
2004,0,0,1,0,0,0,0,196,0
2004,1,0,0,1,1,0,0,0,306
2004,0,0,0,0,0,0,0,0,0
2005,0,1,0,0,0,0,150,0,0
2005,1,0,1,0,0,0,0,230,0
2005,0,0,0,1,0,1,0,0,420
2005,0,0,0,0,0,0,0,0,0
2006,1,1,0,0,0,0,98,0,0
2006,0,0,1,0,0,0,0,264,0
2006,0,0,0,1,0,0,0,0,382
2006,0,0,0,0,0,0,0,0,0
2007,1,1,0,0,0,0,150,0,0
2007,0,0,1,0,0,0,0,128,0
2007,0,0,0,1,1,0,0,0,344
2007,0,0,0,0,0,0,0,0,0
2008,0,1,0,0,0,0,202,0,0
2008,1,0,1,0,0,0,0,298,0
2008,0,0,0,1,0,1,0,0,458
2008,0,0,0,0,0,0,0,0,0
2009,1,1,0,0,0,0,124,0,0
2009,0,0,1,0,0,0,0,196,0
2009,0,0,0,1,0,0,0,0,420
2009,0,0,0,0,0,0,0,0,0
2101,0,1,0,0,0,0,98,0,0
2101,1,0,1,0,0,0,0,230,0
2101,0,0,0,1,1,0,0,0,458
2101,0,0,0,0,0,0,0,0,0
2102,0,1,0,0,0,0,176,0,0
2102,1,0,1,0,0,0,0,162,0
2102,0,0,0,1,0,1,0,0,344
2102,0,0,0,0,0,0,0,0,0
2103,0,1,0,0,0,0,124,0,0
2103,1,0,1,0,0,0,0,162,0
2103,0,0,0,1,0,0,0,0,268
2103,0,0,0,0,0,0,0,0,0
2104,0,1,0,0,0,0,228,0,0
2104,1,0,1,0,0,0,0,196,0
2104,0,0,0,1,1,0,0,0,306
2104,0,0,0,0,0,0,0,0,0
2105,0,1,0,0,0,0,150,0,0
2105,1,0,1,0,0,0,0,230,0
2105,0,0,0,1,0,1,0,0,420
2105,0,0,0,0,0,0,0,0,0
2106,0,1,0,0,0,0,98,0,0
2106,0,0,1,0,0,0,0,264,0
2106,0,0,0,1,0,0,0,0,382
2106,1,0,0,0,0,0,0,0,0
2107,0,1,0,0,0,0,150,0,0
2107,1,0,1,0,0,0,0,128,0
2107,0,0,0,1,1,0,0,0,344
2107,0,0,0,0,0,0,0,0,0
2108,0,1,0,0,0,0,202,0,0
2108,0,0,1,0,0,0,0,298,0
2108,0,0,0,1,0,1,0,0,458
2108,1,0,0,0,0,0,0,0,0
2109,0,1,0,0,0,0,124,0,0
2109,1,0,1,0,0,0,0,196,0
2109,0,0,0,1,0,0,0,0,420
2109,0,0,0,0,0,0,0,0,0
2201,0,1,0,0,0,0,98,0,0
2201,1,0,1,0,0,0,0,230,0
2201,0,0,0,1,1,0,0,0,458
2201,0,0,0,0,0,0,0,0,0
2202,0,1,0,0,0,0,176,0,0
2202,0,0,1,0,0,0,0,162,0
2202,1,0,0,1,0,1,0,0,344
2202,0,0,0,0,0,0,0,0,0
2203,0,1,0,0,0,0,124,0,0
2203,1,0,1,0,0,0,0,162,0
2203,0,0,0,1,0,0,0,0,268
2203,0,0,0,0,0,0,0,0,0
2204,0,1,0,0,0,0,228,0,0
2204,0,0,1,0,0,0,0,196,0
2204,1,0,0,1,1,0,0,0,306
2204,0,0,0,0,0,0,0,0,0
2205,0,1,0,0,0,0,150,0,0
2205,1,0,1,0,0,0,0,230,0
2205,0,0,0,1,0,1,0,0,420
2205,0,0,0,0,0,0,0,0,0
2206,0,1,0,0,0,0,98,0,0
2206,1,0,1,0,0,0,0,264,0
2206,0,0,0,1,0,0,0,0,382
2206,0,0,0,0,0,0,0,0,0
2207,0,1,0,0,0,0,150,0,0
2207,0,0,1,0,0,0,0,128,0
2207,1,0,0,1,1,0,0,0,344
2207,0,0,0,0,0,0,0,0,0
2208,0,1,0,0,0,0,202,0,0
2208,1,0,1,0,0,0,0,298,0
2208,0,0,0,1,0,1,0,0,458
2208,0,0,0,0,0,0,0,0,0
2209,0,1,0,0,0,0,124,0,0
2209,1,0,1,0,0,0,0,196,0
2209,0,0,0,1,0,0,0,0,420
2209,0,0,0,0,0,0,0,0,0
2301,0,1,0,0,0,0,98,0,0
2301,0,0,1,0,0,0,0,230,0
2301,1,0,0,1,1,0,0,0,458
2301,0,0,0,0,0,0,0,0,0
2302,0,1,0,0,0,0,176,0,0
2302,0,0,1,0,0,0,0,162,0
2302,1,0,0,1,0,1,0,0,344
2302,0,0,0,0,0,0,0,0,0
2303,0,1,0,0,0,0,124,0,0
2303,0,0,1,0,0,0,0,162,0
2303,1,0,0,1,0,0,0,0,268
2303,0,0,0,0,0,0,0,0,0
2304,0,1,0,0,0,0,228,0,0
2304,0,0,1,0,0,0,0,196,0
2304,1,0,0,1,1,0,0,0,306
2304,0,0,0,0,0,0,0,0,0
2305,0,1,0,0,0,0,150,0,0
2305,0,0,1,0,0,0,0,230,0
2305,1,0,0,1,0,1,0,0,420
2305,0,0,0,0,0,0,0,0,0
2306,0,1,0,0,0,0,98,0,0
2306,0,0,1,0,0,0,0,264,0
2306,1,0,0,1,0,0,0,0,382
2306,0,0,0,0,0,0,0,0,0
2307,0,1,0,0,0,0,150,0,0
2307,0,0,1,0,0,0,0,128,0
2307,1,0,0,1,1,0,0,0,344
2307,0,0,0,0,0,0,0,0,0
2308,0,1,0,0,0,0,202,0,0
2308,0,0,1,0,0,0,0,298,0
2308,1,0,0,1,0,1,0,0,458
2308,0,0,0,0,0,0,0,0,0
2309,0,1,0,0,0,0,124,0,0
2309,0,0,1,0,0,0,0,196,0
2309,1,0,0,1,0,0,0,0,420
2309,0,0,0,0,0,0,0,0,0
2401,1,1,0,0,0,0,98,0,0
2401,0,0,1,0,0,0,0,230,0
2401,0,0,0,1,1,0,0,0,458
2401,0,0,0,0,0,0,0,0,0
2402,0,1,0,0,0,0,176,0,0
2402,1,0,1,0,0,0,0,162,0
2402,0,0,0,1,0,1,0,0,344
2402,0,0,0,0,0,0,0,0,0
2403,0,1,0,0,0,0,124,0,0
2403,1,0,1,0,0,0,0,162,0
2403,0,0,0,1,0,0,0,0,268
2403,0,0,0,0,0,0,0,0,0
2404,0,1,0,0,0,0,228,0,0
2404,1,0,1,0,0,0,0,196,0
2404,0,0,0,1,1,0,0,0,306
2404,0,0,0,0,0,0,0,0,0
2405,0,1,0,0,0,0,150,0,0
2405,1,0,1,0,0,0,0,230,0
2405,0,0,0,1,0,1,0,0,420
2405,0,0,0,0,0,0,0,0,0
2406,1,1,0,0,0,0,98,0,0
2406,0,0,1,0,0,0,0,264,0
2406,0,0,0,1,0,0,0,0,382
2406,0,0,0,0,0,0,0,0,0
2407,0,1,0,0,0,0,150,0,0
2407,1,0,1,0,0,0,0,128,0
2407,0,0,0,1,1,0,0,0,344
2407,0,0,0,0,0,0,0,0,0
2408,0,1,0,0,0,0,202,0,0
2408,0,0,1,0,0,0,0,298,0
2408,0,0,0,1,0,1,0,0,458
2408,1,0,0,0,0,0,0,0,0
2409,1,1,0,0,0,0,124,0,0
2409,0,0,1,0,0,0,0,196,0
2409,0,0,0,1,0,0,0,0,420
2409,0,0,0,0,0,0,0,0,0
2501,0,1,0,0,0,0,98,0,0
2501,0,0,1,0,0,0,0,230,0
2501,1,0,0,1,1,0,0,0,458
2501,0,0,0,0,0,0,0,0,0
2502,0,1,0,0,0,0,176,0,0
2502,0,0,1,0,0,0,0,162,0
2502,1,0,0,1,0,1,0,0,344
2502,0,0,0,0,0,0,0,0,0
2503,0,1,0,0,0,0,124,0,0
2503,0,0,1,0,0,0,0,162,0
2503,1,0,0,1,0,0,0,0,268
2503,0,0,0,0,0,0,0,0,0
2504,0,1,0,0,0,0,228,0,0
2504,0,0,1,0,0,0,0,196,0
2504,1,0,0,1,1,0,0,0,306
2504,0,0,0,0,0,0,0,0,0
2505,0,1,0,0,0,0,150,0,0
2505,0,0,1,0,0,0,0,230,0
2505,1,0,0,1,0,1,0,0,420
2505,0,0,0,0,0,0,0,0,0
2506,0,1,0,0,0,0,98,0,0
2506,0,0,1,0,0,0,0,264,0
2506,1,0,0,1,0,0,0,0,382
2506,0,0,0,0,0,0,0,0,0
2507,0,1,0,0,0,0,150,0,0
2507,0,0,1,0,0,0,0,128,0
2507,1,0,0,1,1,0,0,0,344
2507,0,0,0,0,0,0,0,0,0
2508,0,1,0,0,0,0,202,0,0
2508,0,0,1,0,0,0,0,298,0
2508,1,0,0,1,0,1,0,0,458
2508,0,0,0,0,0,0,0,0,0
2509,0,1,0,0,0,0,124,0,0
2509,0,0,1,0,0,0,0,196,0
2509,1,0,0,1,0,0,0,0,420
2509,0,0,0,0,0,0,0,0,0
2601,0,1,0,0,0,0,176,0,0
2601,1,0,1,0,0,0,0,298,0
2601,0,0,0,1,0,0,0,0,420
2601,0,0,0,0,0,0,0,0,0
2602,0,1,0,0,0,0,150,0,0
2602,1,0,1,0,0,0,0,196,0
2602,0,0,0,1,0,1,0,0,458
2602,0,0,0,0,0,0,0,0,0
2603,0,1,0,0,0,0,150,0,0
2603,1,0,1,0,0,0,0,264,0
2603,0,0,0,1,0,0,0,0,268
2603,0,0,0,0,0,0,0,0,0
2604,0,1,0,0,0,0,98,0,0
2604,1,0,1,0,0,0,0,196,0
2604,0,0,0,1,0,0,0,0,344
2604,0,0,0,0,0,0,0,0,0
2605,0,1,0,0,0,0,124,0,0
2605,1,0,1,0,0,0,0,230,0
2605,0,0,0,1,0,1,0,0,382
2605,0,0,0,0,0,0,0,0,0
2606,0,1,0,0,0,0,228,0,0
2606,1,0,1,0,0,0,0,298,0
2606,0,0,0,1,1,0,0,0,382
2606,0,0,0,0,0,0,0,0,0
2607,0,1,0,0,0,0,228,0,0
2607,0,0,1,0,0,0,0,128,0
2607,1,0,0,1,0,1,0,0,268
2607,0,0,0,0,0,0,0,0,0
2608,0,1,0,0,0,0,176,0,0
2608,0,0,1,0,0,0,0,264,0
2608,1,0,0,1,1,0,0,0,306
2608,0,0,0,0,0,0,0,0,0
2609,0,1,0,0,0,0,202,0,0
2609,1,0,1,0,0,0,0,162,0
2609,0,0,0,1,1,0,0,0,420
2609,0,0,0,0,0,0,0,0,0
2701,0,1,0,0,0,0,176,0,0
2701,1,0,1,0,0,0,0,298,0
2701,0,0,0,1,0,0,0,0,420
2701,0,0,0,0,0,0,0,0,0
2702,0,1,0,0,0,0,150,0,0
2702,1,0,1,0,0,0,0,196,0
2702,0,0,0,1,0,1,0,0,458
2702,0,0,0,0,0,0,0,0,0
2703,0,1,0,0,0,0,150,0,0
2703,0,0,1,0,0,0,0,264,0
2703,1,0,0,1,0,0,0,0,268
2703,0,0,0,0,0,0,0,0,0
2704,0,1,0,0,0,0,98,0,0
2704,1,0,1,0,0,0,0,196,0
2704,0,0,0,1,0,0,0,0,344
2704,0,0,0,0,0,0,0,0,0
2705,0,1,0,0,0,0,124,0,0
2705,0,0,1,0,0,0,0,230,0
2705,1,0,0,1,0,1,0,0,382
2705,0,0,0,0,0,0,0,0,0
2706,0,1,0,0,0,0,228,0,0
2706,0,0,1,0,0,0,0,298,0
2706,0,0,0,1,1,0,0,0,382
2706,1,0,0,0,0,0,0,0,0
2707,0,1,0,0,0,0,228,0,0
2707,1,0,1,0,0,0,0,128,0
2707,0,0,0,1,0,1,0,0,268
2707,0,0,0,0,0,0,0,0,0
2708,0,1,0,0,0,0,176,0,0
2708,0,0,1,0,0,0,0,264,0
2708,0,0,0,1,1,0,0,0,306
2708,1,0,0,0,0,0,0,0,0
2709,0,1,0,0,0,0,202,0,0
2709,1,0,1,0,0,0,0,162,0
2709,0,0,0,1,1,0,0,0,420
2709,0,0,0,0,0,0,0,0,0
2801,0,1,0,0,0,0,176,0,0
2801,1,0,1,0,0,0,0,298,0
2801,0,0,0,1,0,0,0,0,420
2801,0,0,0,0,0,0,0,0,0
2802,0,1,0,0,0,0,150,0,0
2802,0,0,1,0,0,0,0,196,0
2802,0,0,0,1,0,1,0,0,458
2802,1,0,0,0,0,0,0,0,0
2803,0,1,0,0,0,0,150,0,0
2803,0,0,1,0,0,0,0,264,0
2803,0,0,0,1,0,0,0,0,268
2803,1,0,0,0,0,0,0,0,0
2804,0,1,0,0,0,0,98,0,0
2804,0,0,1,0,0,0,0,196,0
2804,0,0,0,1,0,0,0,0,344
2804,1,0,0,0,0,0,0,0,0
2805,0,1,0,0,0,0,124,0,0
2805,0,0,1,0,0,0,0,230,0
2805,1,0,0,1,0,1,0,0,382
2805,0,0,0,0,0,0,0,0,0
2806,0,1,0,0,0,0,228,0,0
2806,0,0,1,0,0,0,0,298,0
2806,0,0,0,1,1,0,0,0,382
2806,1,0,0,0,0,0,0,0,0
2807,0,1,0,0,0,0,228,0,0
2807,0,0,1,0,0,0,0,128,0
2807,1,0,0,1,0,1,0,0,268
2807,0,0,0,0,0,0,0,0,0
2808,0,1,0,0,0,0,176,0,0
2808,0,0,1,0,0,0,0,264,0
2808,0,0,0,1,1,0,0,0,306
2808,1,0,0,0,0,0,0,0,0
2809,0,1,0,0,0,0,202,0,0
2809,0,0,1,0,0,0,0,162,0
2809,0,0,0,1,1,0,0,0,420
2809,1,0,0,0,0,0,0,0,0
2901,0,1,0,0,0,0,176,0,0
2901,0,0,1,0,0,0,0,298,0
2901,0,0,0,1,0,0,0,0,420
2901,1,0,0,0,0,0,0,0,0
2902,0,1,0,0,0,0,150,0,0
2902,0,0,1,0,0,0,0,196,0
2902,0,0,0,1,0,1,0,0,458
2902,1,0,0,0,0,0,0,0,0
2903,0,1,0,0,0,0,150,0,0
2903,0,0,1,0,0,0,0,264,0
2903,0,0,0,1,0,0,0,0,268
2903,1,0,0,0,0,0,0,0,0
2904,0,1,0,0,0,0,98,0,0
2904,0,0,1,0,0,0,0,196,0
2904,0,0,0,1,0,0,0,0,344
2904,1,0,0,0,0,0,0,0,0
2905,0,1,0,0,0,0,124,0,0
2905,0,0,1,0,0,0,0,230,0
2905,0,0,0,1,0,1,0,0,382
2905,1,0,0,0,0,0,0,0,0
2906,0,1,0,0,0,0,228,0,0
2906,0,0,1,0,0,0,0,298,0
2906,0,0,0,1,1,0,0,0,382
2906,1,0,0,0,0,0,0,0,0
2907,0,1,0,0,0,0,228,0,0
2907,0,0,1,0,0,0,0,128,0
2907,0,0,0,1,0,1,0,0,268
2907,1,0,0,0,0,0,0,0,0
2908,0,1,0,0,0,0,176,0,0
2908,0,0,1,0,0,0,0,264,0
2908,0,0,0,1,1,0,0,0,306
2908,1,0,0,0,0,0,0,0,0
2909,0,1,0,0,0,0,202,0,0
2909,0,0,1,0,0,0,0,162,0
2909,0,0,0,1,1,0,0,0,420
2909,1,0,0,0,0,0,0,0,0
3001,0,1,0,0,0,0,176,0,0
3001,1,0,1,0,0,0,0,298,0
3001,0,0,0,1,0,0,0,0,420
3001,0,0,0,0,0,0,0,0,0
3002,0,1,0,0,0,0,150,0,0
3002,1,0,1,0,0,0,0,196,0
3002,0,0,0,1,0,1,0,0,458
3002,0,0,0,0,0,0,0,0,0
3003,0,1,0,0,0,0,150,0,0
3003,0,0,1,0,0,0,0,264,0
3003,1,0,0,1,0,0,0,0,268
3003,0,0,0,0,0,0,0,0,0
3004,0,1,0,0,0,0,98,0,0
3004,1,0,1,0,0,0,0,196,0
3004,0,0,0,1,0,0,0,0,344
3004,0,0,0,0,0,0,0,0,0
3005,0,1,0,0,0,0,124,0,0
3005,1,0,1,0,0,0,0,230,0
3005,0,0,0,1,0,1,0,0,382
3005,0,0,0,0,0,0,0,0,0
3006,0,1,0,0,0,0,228,0,0
3006,1,0,1,0,0,0,0,298,0
3006,0,0,0,1,1,0,0,0,382
3006,0,0,0,0,0,0,0,0,0
3007,0,1,0,0,0,0,228,0,0
3007,1,0,1,0,0,0,0,128,0
3007,0,0,0,1,0,1,0,0,268
3007,0,0,0,0,0,0,0,0,0
3008,0,1,0,0,0,0,176,0,0
3008,1,0,1,0,0,0,0,264,0
3008,0,0,0,1,1,0,0,0,306
3008,0,0,0,0,0,0,0,0,0
3009,0,1,0,0,0,0,202,0,0
3009,1,0,1,0,0,0,0,162,0
3009,0,0,0,1,1,0,0,0,420
3009,0,0,0,0,0,0,0,0,0
3101,0,1,0,0,0,0,176,0,0
3101,0,0,1,0,0,0,0,298,0
3101,1,0,0,1,0,0,0,0,420
3101,0,0,0,0,0,0,0,0,0
3102,0,1,0,0,0,0,150,0,0
3102,0,0,1,0,0,0,0,196,0
3102,1,0,0,1,0,1,0,0,458
3102,0,0,0,0,0,0,0,0,0
3103,0,1,0,0,0,0,150,0,0
3103,0,0,1,0,0,0,0,264,0
3103,1,0,0,1,0,0,0,0,268
3103,0,0,0,0,0,0,0,0,0
3104,0,1,0,0,0,0,98,0,0
3104,0,0,1,0,0,0,0,196,0
3104,1,0,0,1,0,0,0,0,344
3104,0,0,0,0,0,0,0,0,0
3105,0,1,0,0,0,0,124,0,0
3105,0,0,1,0,0,0,0,230,0
3105,1,0,0,1,0,1,0,0,382
3105,0,0,0,0,0,0,0,0,0
3106,0,1,0,0,0,0,228,0,0
3106,0,0,1,0,0,0,0,298,0
3106,1,0,0,1,1,0,0,0,382
3106,0,0,0,0,0,0,0,0,0
3107,0,1,0,0,0,0,228,0,0
3107,0,0,1,0,0,0,0,128,0
3107,1,0,0,1,0,1,0,0,268
3107,0,0,0,0,0,0,0,0,0
3108,0,1,0,0,0,0,176,0,0
3108,0,0,1,0,0,0,0,264,0
3108,1,0,0,1,1,0,0,0,306
3108,0,0,0,0,0,0,0,0,0
3109,0,1,0,0,0,0,202,0,0
3109,0,0,1,0,0,0,0,162,0
3109,1,0,0,1,1,0,0,0,420
3109,0,0,0,0,0,0,0,0,0
3201,0,1,0,0,0,0,176,0,0
3201,0,0,1,0,0,0,0,298,0
3201,1,0,0,1,0,0,0,0,420
3201,0,0,0,0,0,0,0,0,0
3202,0,1,0,0,0,0,150,0,0
3202,0,0,1,0,0,0,0,196,0
3202,1,0,0,1,0,1,0,0,458
3202,0,0,0,0,0,0,0,0,0
3203,0,1,0,0,0,0,150,0,0
3203,0,0,1,0,0,0,0,264,0
3203,1,0,0,1,0,0,0,0,268
3203,0,0,0,0,0,0,0,0,0
3204,0,1,0,0,0,0,98,0,0
3204,0,0,1,0,0,0,0,196,0
3204,1,0,0,1,0,0,0,0,344
3204,0,0,0,0,0,0,0,0,0
3205,0,1,0,0,0,0,124,0,0
3205,0,0,1,0,0,0,0,230,0
3205,1,0,0,1,0,1,0,0,382
3205,0,0,0,0,0,0,0,0,0
3206,0,1,0,0,0,0,228,0,0
3206,0,0,1,0,0,0,0,298,0
3206,1,0,0,1,1,0,0,0,382
3206,0,0,0,0,0,0,0,0,0
3207,0,1,0,0,0,0,228,0,0
3207,0,0,1,0,0,0,0,128,0
3207,1,0,0,1,0,1,0,0,268
3207,0,0,0,0,0,0,0,0,0
3208,0,1,0,0,0,0,176,0,0
3208,0,0,1,0,0,0,0,264,0
3208,1,0,0,1,1,0,0,0,306
3208,0,0,0,0,0,0,0,0,0
3209,0,1,0,0,0,0,202,0,0
3209,0,0,1,0,0,0,0,162,0
3209,1,0,0,1,1,0,0,0,420
3209,0,0,0,0,0,0,0,0,0
3301,0,1,0,0,0,0,176,0,0
3301,1,0,1,0,0,0,0,298,0
3301,0,0,0,1,0,0,0,0,420
3301,0,0,0,0,0,0,0,0,0
3302,0,1,0,0,0,0,150,0,0
3302,1,0,1,0,0,0,0,196,0
3302,0,0,0,1,0,1,0,0,458
3302,0,0,0,0,0,0,0,0,0
3303,0,1,0,0,0,0,150,0,0
3303,1,0,1,0,0,0,0,264,0
3303,0,0,0,1,0,0,0,0,268
3303,0,0,0,0,0,0,0,0,0
3304,0,1,0,0,0,0,98,0,0
3304,1,0,1,0,0,0,0,196,0
3304,0,0,0,1,0,0,0,0,344
3304,0,0,0,0,0,0,0,0,0
3305,0,1,0,0,0,0,124,0,0
3305,1,0,1,0,0,0,0,230,0
3305,0,0,0,1,0,1,0,0,382
3305,0,0,0,0,0,0,0,0,0
3306,0,1,0,0,0,0,228,0,0
3306,1,0,1,0,0,0,0,298,0
3306,0,0,0,1,1,0,0,0,382
3306,0,0,0,0,0,0,0,0,0
3307,0,1,0,0,0,0,228,0,0
3307,1,0,1,0,0,0,0,128,0
3307,0,0,0,1,0,1,0,0,268
3307,0,0,0,0,0,0,0,0,0
3308,0,1,0,0,0,0,176,0,0
3308,1,0,1,0,0,0,0,264,0
3308,0,0,0,1,1,0,0,0,306
3308,0,0,0,0,0,0,0,0,0
3309,0,1,0,0,0,0,202,0,0
3309,1,0,1,0,0,0,0,162,0
3309,0,0,0,1,1,0,0,0,420
3309,0,0,0,0,0,0,0,0,0
3401,0,1,0,0,0,0,176,0,0
3401,1,0,1,0,0,0,0,298,0
3401,0,0,0,1,0,0,0,0,420
3401,0,0,0,0,0,0,0,0,0
3402,0,1,0,0,0,0,150,0,0
3402,1,0,1,0,0,0,0,196,0
3402,0,0,0,1,0,1,0,0,458
3402,0,0,0,0,0,0,0,0,0
3403,0,1,0,0,0,0,150,0,0
3403,0,0,1,0,0,0,0,264,0
3403,1,0,0,1,0,0,0,0,268
3403,0,0,0,0,0,0,0,0,0
3404,0,1,0,0,0,0,98,0,0
3404,1,0,1,0,0,0,0,196,0
3404,0,0,0,1,0,0,0,0,344
3404,0,0,0,0,0,0,0,0,0
3405,0,1,0,0,0,0,124,0,0
3405,1,0,1,0,0,0,0,230,0
3405,0,0,0,1,0,1,0,0,382
3405,0,0,0,0,0,0,0,0,0
3406,0,1,0,0,0,0,228,0,0
3406,0,0,1,0,0,0,0,298,0
3406,1,0,0,1,1,0,0,0,382
3406,0,0,0,0,0,0,0,0,0
3407,0,1,0,0,0,0,228,0,0
3407,0,0,1,0,0,0,0,128,0
3407,1,0,0,1,0,1,0,0,268
3407,0,0,0,0,0,0,0,0,0
3408,0,1,0,0,0,0,176,0,0
3408,1,0,1,0,0,0,0,264,0
3408,0,0,0,1,1,0,0,0,306
3408,0,0,0,0,0,0,0,0,0
3409,0,1,0,0,0,0,202,0,0
3409,1,0,1,0,0,0,0,162,0
3409,0,0,0,1,1,0,0,0,420
3409,0,0,0,0,0,0,0,0,0
3501,0,1,0,0,0,0,176,0,0
3501,1,0,1,0,0,0,0,298,0
3501,0,0,0,1,0,0,0,0,420
3501,0,0,0,0,0,0,0,0,0
3502,0,1,0,0,0,0,150,0,0
3502,0,0,1,0,0,0,0,196,0
3502,1,0,0,1,0,1,0,0,458
3502,0,0,0,0,0,0,0,0,0
3503,0,1,0,0,0,0,150,0,0
3503,1,0,1,0,0,0,0,264,0
3503,0,0,0,1,0,0,0,0,268
3503,0,0,0,0,0,0,0,0,0
3504,0,1,0,0,0,0,98,0,0
3504,1,0,1,0,0,0,0,196,0
3504,0,0,0,1,0,0,0,0,344
3504,0,0,0,0,0,0,0,0,0
3505,0,1,0,0,0,0,124,0,0
3505,0,0,1,0,0,0,0,230,0
3505,1,0,0,1,0,1,0,0,382
3505,0,0,0,0,0,0,0,0,0
3506,0,1,0,0,0,0,228,0,0
3506,0,0,1,0,0,0,0,298,0
3506,1,0,0,1,1,0,0,0,382
3506,0,0,0,0,0,0,0,0,0
3507,0,1,0,0,0,0,228,0,0
3507,0,0,1,0,0,0,0,128,0
3507,1,0,0,1,0,1,0,0,268
3507,0,0,0,0,0,0,0,0,0
3508,0,1,0,0,0,0,176,0,0
3508,0,0,1,0,0,0,0,264,0
3508,1,0,0,1,1,0,0,0,306
3508,0,0,0,0,0,0,0,0,0
3509,0,1,0,0,0,0,202,0,0
3509,1,0,1,0,0,0,0,162,0
3509,0,0,0,1,1,0,0,0,420
3509,0,0,0,0,0,0,0,0,0
3601,0,1,0,0,0,0,176,0,0
3601,1,0,1,0,0,0,0,298,0
3601,0,0,0,1,0,0,0,0,420
3601,0,0,0,0,0,0,0,0,0
3602,0,1,0,0,0,0,150,0,0
3602,1,0,1,0,0,0,0,196,0
3602,0,0,0,1,0,1,0,0,458
3602,0,0,0,0,0,0,0,0,0
3603,0,1,0,0,0,0,150,0,0
3603,0,0,1,0,0,0,0,264,0
3603,1,0,0,1,0,0,0,0,268
3603,0,0,0,0,0,0,0,0,0
3604,0,1,0,0,0,0,98,0,0
3604,1,0,1,0,0,0,0,196,0
3604,0,0,0,1,0,0,0,0,344
3604,0,0,0,0,0,0,0,0,0
3605,0,1,0,0,0,0,124,0,0
3605,1,0,1,0,0,0,0,230,0
3605,0,0,0,1,0,1,0,0,382
3605,0,0,0,0,0,0,0,0,0
3606,0,1,0,0,0,0,228,0,0
3606,1,0,1,0,0,0,0,298,0
3606,0,0,0,1,1,0,0,0,382
3606,0,0,0,0,0,0,0,0,0
3607,0,1,0,0,0,0,228,0,0
3607,1,0,1,0,0,0,0,128,0
3607,0,0,0,1,0,1,0,0,268
3607,0,0,0,0,0,0,0,0,0
3608,0,1,0,0,0,0,176,0,0
3608,1,0,1,0,0,0,0,264,0
3608,0,0,0,1,1,0,0,0,306
3608,0,0,0,0,0,0,0,0,0
3609,0,1,0,0,0,0,202,0,0
3609,1,0,1,0,0,0,0,162,0
3609,0,0,0,1,1,0,0,0,420
3609,0,0,0,0,0,0,0,0,0
3701,0,1,0,0,0,0,176,0,0
3701,1,0,1,0,0,0,0,298,0
3701,0,0,0,1,0,0,0,0,420
3701,0,0,0,0,0,0,0,0,0
3702,0,1,0,0,0,0,150,0,0
3702,1,0,1,0,0,0,0,196,0
3702,0,0,0,1,0,1,0,0,458
3702,0,0,0,0,0,0,0,0,0
3703,0,1,0,0,0,0,150,0,0
3703,0,0,1,0,0,0,0,264,0
3703,1,0,0,1,0,0,0,0,268
3703,0,0,0,0,0,0,0,0,0
3704,0,1,0,0,0,0,98,0,0
3704,0,0,1,0,0,0,0,196,0
3704,1,0,0,1,0,0,0,0,344
3704,0,0,0,0,0,0,0,0,0
3705,0,1,0,0,0,0,124,0,0
3705,0,0,1,0,0,0,0,230,0
3705,1,0,0,1,0,1,0,0,382
3705,0,0,0,0,0,0,0,0,0
3706,0,1,0,0,0,0,228,0,0
3706,1,0,1,0,0,0,0,298,0
3706,0,0,0,1,1,0,0,0,382
3706,0,0,0,0,0,0,0,0,0
3707,0,1,0,0,0,0,228,0,0
3707,1,0,1,0,0,0,0,128,0
3707,0,0,0,1,0,1,0,0,268
3707,0,0,0,0,0,0,0,0,0
3708,0,1,0,0,0,0,176,0,0
3708,0,0,1,0,0,0,0,264,0
3708,1,0,0,1,1,0,0,0,306
3708,0,0,0,0,0,0,0,0,0
3709,0,1,0,0,0,0,202,0,0
3709,0,0,1,0,0,0,0,162,0
3709,1,0,0,1,1,0,0,0,420
3709,0,0,0,0,0,0,0,0,0
3801,1,1,0,0,0,0,176,0,0
3801,0,0,1,0,0,0,0,298,0
3801,0,0,0,1,0,0,0,0,420
3801,0,0,0,0,0,0,0,0,0
3802,1,1,0,0,0,0,150,0,0
3802,0,0,1,0,0,0,0,196,0
